incident_id,incident_type,facility,department,activity,root_cause,body_part_affected,personnel_id,age_group,experience_years,shift,severity_level,potential_severity,osha_recordable,days_away,risk_score,risk_category,direct_cost_usd,indirect_cost_usd,productivity_loss_usd,total_incident_cost_usd,regulatory_fine_usd,total_cost_with_fines_usd,toolbox_talk_conducted,jsa_completed,ppe_compliant,preventable,corrective_action_status,days_to_close,investigation_quality_score,incident_date,year,month,quarter,week_of_year,day_of_week,hour_of_day,month_name,reported_date,investigation_completed_date,total_hours_worked,is_preventable_cost,is_lti,prevention_score
INC-2024-00325,Medical Treatment,Facility B - Maintenance,Workshop,Working at Height,Inadequate PPE,Multiple Areas,EMP-0076,46-55,22,Swing,3,4,1,0,9,Medium,3936.0,5743.0,3780.0,13459.0,0,13459.0,1,0,1,1,Completed,19,5,2024-12-02 10:40:48.124751,2024,12,4,49,Monday,15,December,2024-12-04 10:40:48.124751,2024-12-23 10:40:48.124751,2500000.0,13459.0,0,0.6666666666666666
INC-2024-00326,Medical Treatment,Facility A - Production,HSE Department,Manual Handling/Lifting,Lack of Training/Competency,Back,EMP-0067,36-45,16,Day,3,4,1,0,6,Medium,5094.0,8877.0,2527.0,16498.0,10000,26498.0,1,1,1,0,Pending,84,6,2024-12-03 10:40:48.124751,2024,12,4,49,Tuesday,21,December,2024-12-03 10:40:48.124751,2025-02-25 10:40:48.124751,2500000.0,0.0,0,1.0
INC-2024-00327,Medical Treatment,Facility A - Production,Engineering,Hot Work (Welding/Cutting),Inadequate PPE,Not Applicable,EMP-0077,56+,16,Night,3,4,1,0,12,High,3730.0,7871.0,3544.0,15145.0,5000,20145.0,1,1,1,1,Completed,20,9,2024-12-03 10:40:48.124751,2024,12,4,49,Tuesday,4,December,2024-12-05 10:40:48.124751,2024-12-25 10:40:48.124751,2500000.0,20145.0,0,1.0
INC-2024-00328,Near Miss,Facility B - Maintenance,HSE Department,Working at Height,Procedural Non-Compliance,Not Applicable,EMP-0175,26-35,29,Day,1,2,0,0,2,Low,122.0,224.0,0.0,346.0,0,346.0,0,0,0,1,Pending,7,5,2024-12-03 10:40:48.124751,2024,12,4,49,Tuesday,0,December,2024-12-05 10:40:48.124751,2024-12-12 10:40:48.124751,2500000.0,346.0,0,0.0
INC-2024-00329,Near Miss,Facility A - Production,Workshop,Confined Space Entry,Inadequate Risk Assessment,Not Applicable,EMP-0154,36-45,29,Day,1,2,0,0,3,Low,80.0,164.0,0.0,244.0,0,244.0,1,1,1,1,Completed,25,5,2024-12-04 10:40:48.124751,2024,12,4,49,Wednesday,18,December,2024-12-04 10:40:48.124751,2024-12-29 10:40:48.124751,2500000.0,244.0,0,1.0
INC-2024-00330,Restricted Work,Facility A - Production,Workshop,Working at Height,Lack of Training/Competency,Back,EMP-0164,56+,16,Day,4,4,1,6,20,Critical,11776.0,17556.0,16193.0,45525.0,5000,50525.0,1,0,1,1,In Progress,58,5,2024-12-04 10:40:48.124751,2024,12,4,49,Wednesday,22,December,2024-12-04 10:40:48.124751,2025-01-31 10:40:48.124751,2500000.0,50525.0,0,0.6666666666666666
INC-2024-00331,Restricted Work,Facility A - Production,Maintenance,Equipment Maintenance,Inadequate PPE,Eye,EMP-0079,26-35,10,Swing,4,4,1,9,8,Medium,14655.0,20572.0,17809.0,53036.0,0,53036.0,1,1,1,0,Pending,15,5,2024-12-04 10:40:48.124751,2024,12,4,49,Wednesday,18,December,2024-12-05 10:40:48.124751,2024-12-20 10:40:48.124751,2500000.0,0.0,0,1.0
INC-2024-00332,Lost Time Injury,Facility A - Production,Engineering,Pressure Testing,Procedural Non-Compliance,Hand/Finger,EMP-0029,18-25,25,Swing,5,5,1,27,25,Critical,35710.0,99787.0,49156.0,184653.0,5000,189653.0,1,1,1,1,Completed,13,10,2024-12-04 10:40:48.124751,2024,12,4,49,Wednesday,16,December,2024-12-05 10:40:48.124751,2024-12-18 10:40:48.124751,2500000.0,189653.0,1,1.0
INC-2024-00333,Near Miss,Facility B - Maintenance,Maintenance,Manual Handling/Lifting,Inadequate PPE,Not Applicable,EMP-0027,46-55,23,Swing,1,1,0,0,1,Low,87.0,161.0,0.0,248.0,0,248.0,0,0,0,1,Completed,29,8,2024-12-04 10:40:48.124751,2024,12,4,49,Wednesday,23,December,2024-12-04 10:40:48.124751,2025-01-02 10:40:48.124751,2500000.0,248.0,0,0.0
INC-2024-00334,Near Miss,Facility B - Maintenance,Production Operations,Manual Handling/Lifting,Poor Housekeeping,Not Applicable,EMP-0055,36-45,23,Swing,1,3,0,0,1,Low,107.0,226.0,0.0,333.0,0,333.0,1,0,0,1,In Progress,58,9,2024-12-04 10:40:48.124751,2024,12,4,49,Wednesday,22,December,2024-12-05 10:40:48.124751,2025-02-01 10:40:48.124751,2500000.0,333.0,0,0.3333333333333333
INC-2024-00335,Lost Time Injury,Facility A - Production,Production Operations,Routine Operations,Poor Housekeeping,Head,EMP-0075,36-45,25,Night,5,5,1,26,25,Critical,51991.0,74651.0,54678.0,181320.0,10000,191320.0,0,1,1,1,In Progress,21,8,2024-12-04 10:40:48.124751,2024,12,4,49,Wednesday,20,December,2024-12-05 10:40:48.124751,2024-12-26 10:40:48.124751,2500000.0,191320.0,1,0.6666666666666666
INC-2024-00336,First Aid,Facility B - Maintenance,Engineering,Confined Space Entry,Environmental Factors,Head,EMP-0069,18-25,21,Swing,2,2,0,0,10,Medium,649.0,925.0,530.0,2104.0,0,2104.0,0,1,0,0,In Progress,37,6,2024-12-05 10:40:48.124751,2024,12,4,49,Thursday,9,December,2024-12-06 10:40:48.124751,2025-01-12 10:40:48.124751,2500000.0,0.0,0,0.3333333333333333
INC-2024-00337,First Aid,Facility B - Maintenance,HSE Department,Manual Handling/Lifting,Rushing/Time Pressure,Arm,EMP-0124,36-45,23,Day,2,4,0,0,8,Medium,594.0,1064.0,635.0,2293.0,0,2293.0,0,0,1,0,Completed,14,5,2024-12-05 10:40:48.124751,2024,12,4,49,Thursday,4,December,2024-12-05 10:40:48.124751,2024-12-19 10:40:48.124751,2500000.0,0.0,0,0.3333333333333333
INC-2024-00338,Near Miss,Facility B - Maintenance,HSE Department,Chemical Handling,Inadequate Risk Assessment,Not Applicable,EMP-0098,18-25,8,Swing,1,3,0,0,2,Low,74.0,247.0,0.0,321.0,0,321.0,1,1,1,0,Completed,29,9,2024-12-06 10:40:48.124751,2024,12,4,49,Friday,21,December,2024-12-08 10:40:48.124751,2025-01-06 10:40:48.124751,2500000.0,0.0,0,1.0
INC-2024-00339,First Aid,Facility A - Production,HSE Department,Housekeeping,Fatigue,Hand/Finger,EMP-0057,36-45,27,Swing,2,3,0,0,4,Low,559.0,960.0,411.0,1930.0,0,1930.0,1,0,0,1,Completed,17,8,2024-12-07 10:40:48.124751,2024,12,4,49,Saturday,6,December,2024-12-09 10:40:48.124751,2024-12-26 10:40:48.124751,2500000.0,1930.0,0,0.3333333333333333
INC-2024-00340,Lost Time Injury,Facility A - Production,Maintenance,Routine Operations,Lack of Training/Competency,Chest/Torso,EMP-0070,36-45,25,Night,5,5,1,28,25,Critical,42486.0,60059.0,52056.0,154601.0,0,154601.0,1,1,1,0,Pending,66,7,2024-12-09 10:40:48.124751,2024,12,4,50,Monday,15,December,2024-12-09 10:40:48.124751,2025-02-13 10:40:48.124751,2500000.0,0.0,1,1.0
INC-2024-00341,Near Miss,Facility B - Maintenance,Engineering,Pressure Testing,Fatigue,Not Applicable,EMP-0027,46-55,29,Swing,1,3,0,0,2,Low,82.0,246.0,0.0,328.0,0,328.0,1,1,0,1,In Progress,25,8,2024-12-09 10:40:48.124751,2024,12,4,50,Monday,2,December,2024-12-09 10:40:48.124751,2025-01-03 10:40:48.124751,2500000.0,328.0,0,0.6666666666666666
INC-2024-00342,Near Miss,Facility B - Maintenance,Engineering,Hot Work (Welding/Cutting),Fatigue,Not Applicable,EMP-0158,26-35,2,Swing,1,2,0,0,4,Low,117.0,192.0,0.0,309.0,0,309.0,0,1,1,1,In Progress,37,10,2024-12-10 10:40:48.124751,2024,12,4,50,Tuesday,11,December,2024-12-11 10:40:48.124751,2025-01-17 10:40:48.124751,2500000.0,309.0,0,0.6666666666666666
INC-2024-00343,Restricted Work,Facility B - Maintenance,Workshop,Hot Work (Welding/Cutting),Inadequate PPE,Head,EMP-0037,18-25,27,Day,4,5,1,5,20,Critical,11231.0,26907.0,14018.0,52156.0,5000,57156.0,0,0,0,1,Completed,3,5,2024-12-10 10:40:48.124751,2024,12,4,50,Tuesday,13,December,2024-12-10 10:40:48.124751,2024-12-13 10:40:48.124751,2500000.0,57156.0,0,0.0
INC-2024-00344,First Aid,Facility B - Maintenance,Logistics,Chemical Handling,Environmental Factors,Leg/Foot,EMP-0012,56+,22,Swing,2,2,0,0,6,Medium,378.0,728.0,383.0,1489.0,0,1489.0,1,1,1,0,Completed,3,7,2024-12-10 10:40:48.124751,2024,12,4,50,Tuesday,19,December,2024-12-10 10:40:48.124751,2024-12-13 10:40:48.124751,2500000.0,0.0,0,1.0
INC-2024-00345,Lost Time Injury,Facility A - Production,Maintenance,Chemical Handling,Lack of Training/Competency,Arm,EMP-0059,18-25,25,Swing,5,5,1,12,20,Critical,44589.0,64895.0,38003.0,147487.0,5000,152487.0,1,1,1,1,Completed,9,10,2024-12-11 10:40:48.124751,2024,12,4,50,Wednesday,0,December,2024-12-11 10:40:48.124751,2024-12-20 10:40:48.124751,2500000.0,152487.0,1,1.0
INC-2024-00346,Near Miss,Facility B - Maintenance,Workshop,Working at Height,Poor Housekeeping,Not Applicable,EMP-0092,46-55,18,Swing,1,2,0,0,5,Low,72.0,196.0,0.0,268.0,0,268.0,0,1,1,1,In Progress,30,10,2024-12-12 10:40:48.124751,2024,12,4,50,Thursday,6,December,2024-12-12 10:40:48.124751,2025-01-11 10:40:48.124751,2500000.0,268.0,0,0.6666666666666666
INC-2024-00347,First Aid,Facility A - Production,Workshop,Vehicle Operations,Equipment Failure,Back,EMP-0103,56+,2,Swing,2,3,0,0,2,Low,389.0,1268.0,564.0,2221.0,0,2221.0,1,1,1,1,Completed,12,10,2024-12-12 10:40:48.124751,2024,12,4,50,Thursday,17,December,2024-12-13 10:40:48.124751,2024-12-25 10:40:48.124751,2500000.0,2221.0,0,1.0
INC-2024-00348,Near Miss,Facility B - Maintenance,HSE Department,Working at Height,Environmental Factors,Not Applicable,EMP-0169,46-55,21,Swing,1,3,0,0,3,Low,76.0,234.0,0.0,310.0,0,310.0,1,0,1,1,In Progress,58,7,2024-12-12 10:40:48.124751,2024,12,4,50,Thursday,22,December,2024-12-13 10:40:48.124751,2025-02-09 10:40:48.124751,2500000.0,310.0,0,0.6666666666666666
INC-2024-00349,Medical Treatment,Facility A - Production,HSE Department,Pressure Testing,Inadequate Risk Assessment,Back,EMP-0161,56+,20,Day,3,3,1,0,9,Medium,3865.0,8269.0,2689.0,14823.0,10000,24823.0,1,1,1,0,Completed,25,10,2024-12-13 10:40:48.124751,2024,12,4,50,Friday,21,December,2024-12-13 10:40:48.124751,2025-01-07 10:40:48.124751,2500000.0,0.0,0,1.0
INC-2024-00350,Restricted Work,Facility A - Production,Maintenance,Hot Work (Welding/Cutting),Poor Housekeeping,Arm,EMP-0055,56+,26,Day,4,5,1,5,8,Medium,17675.0,22027.0,17085.0,56787.0,25000,81787.0,1,0,0,0,Completed,7,6,2024-12-13 10:40:48.124751,2024,12,4,50,Friday,3,December,2024-12-13 10:40:48.124751,2024-12-20 10:40:48.124751,2500000.0,0.0,0,0.3333333333333333
INC-2024-00351,First Aid,Facility A - Production,Production Operations,Pressure Testing,Environmental Factors,Eye,EMP-0069,46-55,28,Night,2,4,0,0,10,Medium,425.0,1117.0,581.0,2123.0,0,2123.0,1,0,1,1,Overdue,144,10,2024-12-13 10:40:48.124751,2024,12,4,50,Friday,15,December,2024-12-15 10:40:48.124751,2025-05-08 10:40:48.124751,2500000.0,2123.0,0,0.6666666666666666
INC-2024-00352,Near Miss,Facility B - Maintenance,Production Operations,Hot Work (Welding/Cutting),Lack of Training/Competency,Not Applicable,EMP-0065,26-35,18,Day,1,3,0,0,4,Low,121.0,203.0,0.0,324.0,0,324.0,1,1,1,1,Completed,16,7,2024-12-13 10:40:48.124751,2024,12,4,50,Friday,10,December,2024-12-15 10:40:48.124751,2024-12-31 10:40:48.124751,2500000.0,324.0,0,1.0
INC-2024-00353,Medical Treatment,Facility A - Production,Logistics,Hot Work (Welding/Cutting),Poor Housekeeping,Eye,EMP-0069,26-35,18,Day,3,3,1,0,6,Medium,4906.0,7639.0,2620.0,15165.0,0,15165.0,1,1,1,1,Completed,15,9,2024-12-13 10:40:48.124751,2024,12,4,50,Friday,17,December,2024-12-13 10:40:48.124751,2024-12-28 10:40:48.124751,2500000.0,15165.0,0,1.0
INC-2024-00354,Near Miss,Facility A - Production,Logistics,Equipment Maintenance,Inadequate PPE,Not Applicable,EMP-0058,36-45,0,Night,1,3,0,0,5,Low,113.0,147.0,0.0,260.0,0,260.0,0,1,1,0,Completed,3,10,2024-12-14 10:40:48.124751,2024,12,4,50,Saturday,22,December,2024-12-16 10:40:48.124751,2024-12-19 10:40:48.124751,2500000.0,0.0,0,0.6666666666666666
INC-2024-00355,Near Miss,Facility A - Production,HSE Department,Working at Height,Procedural Non-Compliance,Not Applicable,EMP-0024,18-25,8,Swing,1,2,0,0,1,Low,117.0,231.0,0.0,348.0,0,348.0,0,1,1,1,Completed,18,9,2024-12-15 10:40:48.124751,2024,12,4,50,Sunday,15,December,2024-12-17 10:40:48.124751,2025-01-04 10:40:48.124751,2500000.0,348.0,0,0.6666666666666666
INC-2024-00356,Near Miss,Facility A - Production,Engineering,Confined Space Entry,Communication Breakdown,Not Applicable,EMP-0170,36-45,7,Swing,1,3,0,0,5,Low,101.0,251.0,0.0,352.0,0,352.0,1,1,1,1,Completed,15,5,2024-12-15 10:40:48.124751,2024,12,4,50,Sunday,6,December,2024-12-16 10:40:48.124751,2024-12-31 10:40:48.124751,2500000.0,352.0,0,1.0
INC-2024-00357,Near Miss,Facility A - Production,HSE Department,Housekeeping,Fatigue,Not Applicable,EMP-0133,26-35,16,Day,1,2,0,0,1,Low,109.0,226.0,0.0,335.0,0,335.0,0,1,1,1,In Progress,27,10,2024-12-16 10:40:48.124751,2024,12,4,51,Monday,20,December,2024-12-17 10:40:48.124751,2025-01-13 10:40:48.124751,2500000.0,335.0,0,0.6666666666666666
INC-2024-00358,Medical Treatment,Facility A - Production,Engineering,Vehicle Operations,Environmental Factors,Eye,EMP-0073,46-55,12,Day,3,5,1,0,3,Low,4849.0,6937.0,3798.0,15584.0,5000,20584.0,1,0,1,0,Completed,4,6,2024-12-16 10:40:48.124751,2024,12,4,51,Monday,2,December,2024-12-17 10:40:48.124751,2024-12-21 10:40:48.124751,2500000.0,0.0,0,0.6666666666666666
INC-2024-00359,Restricted Work,Facility A - Production,Maintenance,Working at Height,Lack of Training/Competency,Leg/Foot,EMP-0166,46-55,3,Swing,4,5,1,11,20,Critical,11846.0,26154.0,21945.0,59945.0,0,59945.0,1,1,1,1,Completed,14,8,2024-12-17 10:40:48.124751,2024,12,4,51,Tuesday,4,December,2024-12-19 10:40:48.124751,2025-01-02 10:40:48.124751,2500000.0,59945.0,0,1.0
INC-2024-00360,Near Miss,Facility B - Maintenance,Workshop,Confined Space Entry,Inadequate Risk Assessment,Not Applicable,EMP-0080,36-45,23,Day,1,3,0,0,5,Low,73.0,225.0,0.0,298.0,0,298.0,0,0,1,1,Overdue,65,9,2024-12-17 10:40:48.124751,2024,12,4,51,Tuesday,17,December,2024-12-17 10:40:48.124751,2025-02-20 10:40:48.124751,2500000.0,298.0,0,0.3333333333333333
INC-2024-00361,Near Miss,Facility A - Production,Production Operations,Pressure Testing,Rushing/Time Pressure,Not Applicable,EMP-0180,26-35,26,Swing,1,3,0,0,2,Low,128.0,161.0,0.0,289.0,0,289.0,0,1,1,1,In Progress,25,10,2024-12-17 10:40:48.124751,2024,12,4,51,Tuesday,16,December,2024-12-18 10:40:48.124751,2025-01-12 10:40:48.124751,2500000.0,289.0,0,0.6666666666666666
INC-2024-00362,Near Miss,Facility A - Production,Maintenance,Routine Operations,Equipment Failure,Not Applicable,EMP-0107,18-25,25,Night,1,2,0,0,4,Low,115.0,149.0,0.0,264.0,0,264.0,0,1,1,1,Completed,9,10,2024-12-18 10:40:48.124751,2024,12,4,51,Wednesday,0,December,2024-12-20 10:40:48.124751,2024-12-29 10:40:48.124751,2500000.0,264.0,0,0.6666666666666666
INC-2024-00363,Near Miss,Facility B - Maintenance,Logistics,Confined Space Entry,Fatigue,Not Applicable,EMP-0081,26-35,14,Swing,1,3,0,0,1,Low,92.0,195.0,0.0,287.0,0,287.0,1,0,0,1,Completed,12,5,2024-12-18 10:40:48.124751,2024,12,4,51,Wednesday,15,December,2024-12-18 10:40:48.124751,2024-12-30 10:40:48.124751,2500000.0,287.0,0,0.3333333333333333
INC-2024-00364,Near Miss,Facility A - Production,Maintenance,Equipment Maintenance,Rushing/Time Pressure,Not Applicable,EMP-0035,56+,26,Swing,1,2,0,0,5,Low,73.0,255.0,0.0,328.0,0,328.0,1,0,0,1,Completed,18,9,2024-12-18 10:40:48.124751,2024,12,4,51,Wednesday,14,December,2024-12-19 10:40:48.124751,2025-01-06 10:40:48.124751,2500000.0,328.0,0,0.3333333333333333
INC-2024-00365,Restricted Work,Facility B - Maintenance,Production Operations,Manual Handling/Lifting,Poor Housekeeping,Chest/Torso,EMP-0109,18-25,23,Day,4,5,1,6,20,Critical,15241.0,25568.0,17684.0,58493.0,5000,63493.0,0,0,1,1,Completed,13,7,2024-12-19 10:40:48.124751,2024,12,4,51,Thursday,12,December,2024-12-21 10:40:48.124751,2025-01-03 10:40:48.124751,2500000.0,63493.0,0,0.3333333333333333
INC-2024-00366,First Aid,Facility A - Production,Workshop,Working at Height,Communication Breakdown,Not Applicable,EMP-0035,26-35,19,Day,2,2,0,0,6,Medium,558.0,850.0,426.0,1834.0,0,1834.0,0,1,1,1,Completed,1,9,2024-12-21 10:40:48.124751,2024,12,4,51,Saturday,6,December,2024-12-22 10:40:48.124751,2024-12-23 10:40:48.124751,2500000.0,1834.0,0,0.6666666666666666
INC-2024-00367,First Aid,Facility A - Production,Logistics,Chemical Handling,Poor Housekeeping,Multiple Areas,EMP-0092,56+,22,Night,2,2,0,0,2,Low,576.0,1282.0,586.0,2444.0,0,2444.0,0,1,1,0,Completed,4,5,2024-12-21 10:40:48.124751,2024,12,4,51,Saturday,2,December,2024-12-23 10:40:48.124751,2024-12-27 10:40:48.124751,2500000.0,0.0,0,0.6666666666666666
INC-2024-00368,First Aid,Facility A - Production,HSE Department,Pressure Testing,Lack of Training/Competency,Back,EMP-0069,26-35,9,Swing,2,2,0,0,2,Low,521.0,1154.0,383.0,2058.0,0,2058.0,1,1,1,1,In Progress,40,8,2024-12-21 10:40:48.124751,2024,12,4,51,Saturday,23,December,2024-12-22 10:40:48.124751,2025-01-31 10:40:48.124751,2500000.0,2058.0,0,1.0
INC-2024-00369,Restricted Work,Facility A - Production,Workshop,Chemical Handling,Inadequate Risk Assessment,Chest/Torso,EMP-0161,46-55,10,Swing,4,4,1,2,20,Critical,17584.0,22215.0,9508.0,49307.0,25000,74307.0,1,1,1,1,Completed,23,5,2024-12-22 10:40:48.124751,2024,12,4,51,Sunday,22,December,2024-12-24 10:40:48.124751,2025-01-16 10:40:48.124751,2500000.0,74307.0,0,1.0
INC-2024-00370,Near Miss,Facility B - Maintenance,HSE Department,Confined Space Entry,Rushing/Time Pressure,Not Applicable,EMP-0133,26-35,23,Night,1,3,0,0,2,Low,99.0,244.0,0.0,343.0,0,343.0,0,1,1,1,Completed,6,8,2024-12-22 10:40:48.124751,2024,12,4,51,Sunday,12,December,2024-12-22 10:40:48.124751,2024-12-28 10:40:48.124751,2500000.0,343.0,0,0.6666666666666666
INC-2024-00371,Near Miss,Facility B - Maintenance,Workshop,Pressure Testing,Inadequate PPE,Not Applicable,EMP-0121,36-45,13,Swing,1,2,0,0,2,Low,125.0,195.0,0.0,320.0,0,320.0,1,1,1,1,Completed,12,5,2024-12-23 10:40:48.124751,2024,12,4,52,Monday,15,December,2024-12-24 10:40:48.124751,2025-01-05 10:40:48.124751,2500000.0,320.0,0,1.0
INC-2024-00372,Near Miss,Facility B - Maintenance,Production Operations,Pressure Testing,Inadequate Risk Assessment,Not Applicable,EMP-0093,26-35,29,Swing,1,1,0,0,5,Low,127.0,204.0,0.0,331.0,0,331.0,0,1,1,1,In Progress,50,7,2024-12-24 10:40:48.124751,2024,12,4,52,Tuesday,22,December,2024-12-25 10:40:48.124751,2025-02-13 10:40:48.124751,2500000.0,331.0,0,0.6666666666666666
INC-2024-00373,Medical Treatment,Facility A - Production,Maintenance,Routine Operations,Inadequate PPE,Eye,EMP-0161,26-35,16,Day,3,5,1,0,3,Low,4377.0,7185.0,3327.0,14889.0,25000,39889.0,1,0,0,0,Completed,25,10,2024-12-24 10:40:48.124751,2024,12,4,52,Tuesday,0,December,2024-12-26 10:40:48.124751,2025-01-20 10:40:48.124751,2500000.0,0.0,0,0.3333333333333333
INC-2024-00374,Near Miss,Facility B - Maintenance,Production Operations,Housekeeping,Procedural Non-Compliance,Not Applicable,EMP-0085,18-25,3,Day,1,3,0,0,2,Low,89.0,257.0,0.0,346.0,0,346.0,1,1,1,1,Completed,24,5,2024-12-24 10:40:48.124751,2024,12,4,52,Tuesday,0,December,2024-12-24 10:40:48.124751,2025-01-17 10:40:48.124751,2500000.0,346.0,0,1.0
INC-2024-00375,First Aid,Facility A - Production,Maintenance,Routine Operations,Rushing/Time Pressure,Chest/Torso,EMP-0116,46-55,12,Day,2,2,0,0,2,Low,533.0,1130.0,579.0,2242.0,0,2242.0,1,1,1,1,Completed,7,9,2024-12-25 10:40:48.124751,2024,12,4,52,Wednesday,15,December,2024-12-25 10:40:48.124751,2025-01-01 10:40:48.124751,2500000.0,2242.0,0,1.0
INC-2024-00376,Near Miss,Facility A - Production,Workshop,Equipment Maintenance,Rushing/Time Pressure,Not Applicable,EMP-0106,18-25,3,Night,1,1,0,0,2,Low,75.0,248.0,0.0,323.0,0,323.0,1,1,1,1,Completed,6,6,2024-12-26 10:40:48.124751,2024,12,4,52,Thursday,1,December,2024-12-27 10:40:48.124751,2025-01-02 10:40:48.124751,2500000.0,323.0,0,1.0
INC-2024-00377,Near Miss,Facility B - Maintenance,Maintenance,Routine Operations,Lack of Training/Competency,Not Applicable,EMP-0159,56+,28,Night,1,3,0,0,5,Low,116.0,167.0,0.0,283.0,0,283.0,1,1,1,1,Completed,19,7,2024-12-26 10:40:48.124751,2024,12,4,52,Thursday,17,December,2024-12-28 10:40:48.124751,2025-01-16 10:40:48.124751,2500000.0,283.0,0,1.0
INC-2024-00378,Restricted Work,Facility B - Maintenance,Workshop,Vehicle Operations,Rushing/Time Pressure,Chest/Torso,EMP-0045,36-45,16,Swing,4,4,1,12,20,Critical,11635.0,23394.0,24109.0,59138.0,0,59138.0,1,0,0,0,Completed,4,5,2024-12-26 10:40:48.124751,2024,12,4,52,Thursday,20,December,2024-12-27 10:40:48.124751,2024-12-31 10:40:48.124751,2500000.0,0.0,0,0.3333333333333333
INC-2024-00379,Near Miss,Facility B - Maintenance,HSE Department,Confined Space Entry,Lack of Training/Competency,Not Applicable,EMP-0112,18-25,29,Night,1,2,0,0,3,Low,71.0,253.0,0.0,324.0,0,324.0,1,0,0,1,Completed,24,8,2024-12-27 10:40:48.124751,2024,12,4,52,Friday,22,December,2024-12-29 10:40:48.124751,2025-01-22 10:40:48.124751,2500000.0,324.0,0,0.3333333333333333
INC-2024-00380,Medical Treatment,Facility B - Maintenance,HSE Department,Pressure Testing,Procedural Non-Compliance,Head,EMP-0153,56+,5,Swing,3,5,1,0,15,High,4855.0,8382.0,3679.0,16916.0,0,16916.0,1,1,0,0,In Progress,22,5,2024-12-27 10:40:48.124751,2024,12,4,52,Friday,17,December,2024-12-27 10:40:48.124751,2025-01-18 10:40:48.124751,2500000.0,0.0,0,0.6666666666666666
INC-2024-00381,Near Miss,Facility B - Maintenance,Engineering,Routine Operations,Rushing/Time Pressure,Not Applicable,EMP-0025,26-35,29,Night,1,3,0,0,1,Low,129.0,248.0,0.0,377.0,0,377.0,1,0,1,1,Completed,27,9,2024-12-27 10:40:48.124751,2024,12,4,52,Friday,4,December,2024-12-28 10:40:48.124751,2025-01-24 10:40:48.124751,2500000.0,377.0,0,0.6666666666666666
INC-2024-00382,Near Miss,Facility A - Production,Maintenance,Manual Handling/Lifting,Fatigue,Not Applicable,EMP-0078,26-35,6,Swing,1,2,0,0,4,Low,128.0,249.0,0.0,377.0,0,377.0,0,1,0,1,Overdue,69,5,2024-12-27 10:40:48.124751,2024,12,4,52,Friday,4,December,2024-12-29 10:40:48.124751,2025-03-08 10:40:48.124751,2500000.0,377.0,0,0.3333333333333333
INC-2024-00383,First Aid,Facility B - Maintenance,Engineering,Hot Work (Welding/Cutting),Fatigue,Leg/Foot,EMP-0164,26-35,13,Day,2,3,0,0,8,Medium,465.0,785.0,563.0,1813.0,0,1813.0,1,0,1,1,In Progress,22,9,2024-12-27 10:40:48.124751,2024,12,4,52,Friday,7,December,2024-12-27 10:40:48.124751,2025-01-18 10:40:48.124751,2500000.0,1813.0,0,0.6666666666666666
INC-2024-00384,Medical Treatment,Facility B - Maintenance,Engineering,Chemical Handling,Poor Housekeeping,Back,EMP-0047,26-35,21,Swing,3,4,1,0,9,Medium,4790.0,8680.0,3573.0,17043.0,5000,22043.0,1,0,0,0,In Progress,50,10,2024-12-27 10:40:48.124751,2024,12,4,52,Friday,8,December,2024-12-29 10:40:48.124751,2025-02-17 10:40:48.124751,2500000.0,0.0,0,0.3333333333333333
INC-2024-00385,First Aid,Facility B - Maintenance,HSE Department,Equipment Maintenance,Lack of Training/Competency,Not Applicable,EMP-0034,56+,18,Night,2,3,0,0,2,Low,513.0,1275.0,412.0,2200.0,0,2200.0,1,1,1,1,Completed,25,9,2024-12-28 10:40:48.124751,2024,12,4,52,Saturday,23,December,2024-12-29 10:40:48.124751,2025-01-23 10:40:48.124751,2500000.0,2200.0,0,1.0
INC-2024-00386,Medical Treatment,Facility A - Production,Production Operations,Confined Space Entry,Procedural Non-Compliance,Hand/Finger,EMP-0029,26-35,15,Swing,3,3,1,0,12,High,3692.0,6686.0,3527.0,13905.0,0,13905.0,0,1,0,1,Completed,6,5,2024-12-28 10:40:48.124751,2024,12,4,52,Saturday,13,December,2024-12-30 10:40:48.124751,2025-01-05 10:40:48.124751,2500000.0,13905.0,0,0.3333333333333333
INC-2024-00387,First Aid,Facility A - Production,HSE Department,Equipment Maintenance,Inadequate Risk Assessment,Back,EMP-0021,56+,29,Night,2,2,0,0,2,Low,638.0,901.0,584.0,2123.0,0,2123.0,1,0,1,0,Completed,20,8,2024-12-28 10:40:48.124751,2024,12,4,52,Saturday,12,December,2024-12-29 10:40:48.124751,2025-01-18 10:40:48.124751,2500000.0,0.0,0,0.6666666666666666
INC-2024-00388,Restricted Work,Facility A - Production,Maintenance,Hot Work (Welding/Cutting),Equipment Failure,Not Applicable,EMP-0042,36-45,18,Day,4,5,1,13,20,Critical,16743.0,32127.0,25774.0,74644.0,0,74644.0,1,1,1,1,In Progress,32,10,2024-12-28 10:40:48.124751,2024,12,4,52,Saturday,17,December,2024-12-28 10:40:48.124751,2025-01-29 10:40:48.124751,2500000.0,74644.0,0,1.0
